created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 31 16:56:09 +0000 2023;1719397860805103982;"GANJAR SERIUS HAPUS KEMISKINAN Dengan 17 Juta Lapangan Kerja Baru Tiap Tahun #ganjarpresiden2024 #ganjarmahfud #ganjarmahfudmenang https://t.co/KBHOeHZS2x";0;0;0;0;in;1579854111209533440;1719397860805103982;Ranger_Merah_21;https://twitter.com/Ranger_Merah_21/status/1719397860805103982
Tue Oct 31 16:55:26 +0000 2023;1719397680508752029;"Visi dan Misi Ganjar Mahfud Mempercepat KedauIatan Pangan demi KesejahteraanPetani #ganjarpresiden2024 #ganjarmahfud #ganjarmahfudmenang https://t.co/dtvANo6iPP";0;0;0;0;in;1579854111209533440;1719397680508752029;Ranger_Merah_21;https://twitter.com/Ranger_Merah_21/status/1719397680508752029
Tue Oct 31 16:38:06 +0000 2023;1719393316327031288;"@Generasi_MudaNU Saat ini yg trbaik dari capres dan cawapres hanya GanjarMahfud yg trbaik menurut saya pribadi 🙏";0;0;0;0;in;1098280172103454720;1717792246756717047;RakhmatSuryadi;https://twitter.com/RakhmatSuryadi/status/1719393316327031288
Tue Oct 31 16:36:28 +0000 2023;1719392909060112654;"Sowan ke PWNU DKI, Pak Ganjar didoakan menjadi Presiden Indonesia. Semoga maqbul adanya yah.   Amin ya Robbal 'alamiin.   #ganjarpranowo #mahfudmd #ganjarmahfud #indonesiaunggul #presgan2024 #lanjutgan #tuankurakyat #indonesia https://t.co/Lc4vmxqeZT";0;0;0;0;in;1683041046924759042;1719392909060112654;presgan2024;https://twitter.com/presgan2024/status/1719392909060112654
Tue Oct 31 16:05:22 +0000 2023;1719385082103050321;"Ganjar-Mahfud akan hadirkan program satu sarjana dalam keluarga miskin #GanjarPresiden2024 #GanjarMahfud #GanjarMahfudMenang #ganjarpranowo #ganjar #sahabatganjar #relawanganjar https://t.co/wz3dbVUcK4";0;0;0;0;in;2790750052;1719385082103050321;GanjarJTG;https://twitter.com/GanjarJTG/status/1719385082103050321
Tue Oct 31 15:59:45 +0000 2023;1719383668488335652;"Ganjar serius hapus kemiskinan dengan 17 juta lapangan kerja baru tiap tahun #GanjarPresiden2024 #GanjarMahfud #GanjarMahfudMenang #ganjarpranowo #ganjar #sahabatganjar #relawanganjar https://t.co/6vi5Y7EzHp";0;0;0;0;in;2790750052;1719383668488335652;GanjarJTG;https://twitter.com/GanjarJTG/status/1719383668488335652
Tue Oct 31 15:47:45 +0000 2023;1719380648723673427;"@yunartowijaya Sudah Ademm kok Semua capres sdh makan siang bareng Jokowi ....saya tetap PILIH GANJARMAHFUD (politik kerakyatan), karena sdh muak dengan praktek2 tidak sehat seperti  #politikidentitas (mengancam persatuan) dan #politikdinasti (menyuburkan KKN) 🤙😊";0;0;0;0;in;1657007109270294536;1719323615458668660;AniparBens16209;https://twitter.com/AniparBens16209/status/1719380648723673427
Tue Oct 31 15:38:50 +0000 2023;1719378402397110497;"@ch_chotimah2 @Generasi_MudaNU @tifsembiring Insya Allah GanjarMahfud memenangkan pilpres 2024 dalam 1 putaran.";0;1;0;11;in;917638539667320832;1719300807978627418;ItuKamuh;https://twitter.com/ItuKamuh/status/1719378402397110497
Tue Oct 31 15:26:53 +0000 2023;1719375396305789357;"Alhamdulillah, Gus Muwafiq ajak masyarakat untuk mendukung Pak Ganjar menjadi Presiden. Semoga menjadi tambahan moril dan semangat untuk Ganjar-Mahfud.   #ganjarpranowo #mahfudmd #ganjarmahfud #indonesiaunggul #presgan2024 #lanjutgan #tuankurakyat #Indonesia https://t.co/vwAbLvLkpm";0;0;0;0;in;1683041046924759042;1719375396305789357;presgan2024;https://twitter.com/presgan2024/status/1719375396305789357
Tue Oct 31 15:04:10 +0000 2023;1719369679914115488;"🫡🤧 adian is the best #GanjarMahfud";0;0;0;0;en;213626100;1719369679914115488;deBUGsy;https://twitter.com/deBUGsy/status/1719369679914115488
